"","Brand","Model.Number","Price","Photo","Engine.Type","Body.Type","Fuel.Type","Gearbox.Type","Power.hp","Displacement.l","Torque.lbft","Cylinders","Drivetrain","MPG.City","MPG.Highway","Seats","Doors","Height.in","Length.in","Width.in","Wheelbase.in","Clearance.in","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player"
"988","Jeep","Grand Cherokee Overland 4xe Plug-In Hybrid 2022",65760,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Overland_4xe_Plug_In_Hybrid_2022.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Hybrid","Automatic",375,2,470,4,"all",17,23,5,4,70.9,193.5,77.5,116.7,10.9,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"989","Jeep","Grand Wagoneer L Series III 2022",104840,"https://www.ccarprice.com/products/Jeep_Grand_Wagoneer_L_Series_III_2022.jpg","3.0L Twin-Turbo Inline-6 Gas","SUV","Petrol","Automatic",510,3,500,6,"all",14,19,7,4,79.6,226.7,94,130,8.3,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"990","Jeep","Compass Altitude 4x4 2022",29980,"https://www.ccarprice.com/products/Jeep_Compass_Altitude_4x4_2022.jpg","2.4L Inline-4 Gas","SUV","Petrol","Automatic",177,2.4,172,4,"all",22,30,5,4,64.8,173.4,73.8,103.8,8.1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","",""
"991","Jeep","Compass Altitude 2022",28480,"https://www.ccarprice.com/products/Jeep_Compass_Altitude_2022.jpg","2.4L Inline-4 Gas","SUV","Petrol","Automatic",177,2.4,172,4,"front",22,31,5,4,64.8,173.4,73.8,103.8,7.7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","",""
"992","Jeep","Grand Wagoneer L Series II 2022",93990,"https://www.ccarprice.com/products/Jeep_Grand_Wagoneer_L_Series_II_2022.jpg","3.0L Twin-Turbo Inline-6 Gas","SUV","Petrol","Automatic",510,3,500,6,"all",14,19,7,4,79.6,226.7,94,130,8.3,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"993","Jeep","Grand Wagoneer L Series I 2022",89990,"https://www.ccarprice.com/products/Jeep_Grand_Wagoneer_L_Series_I_2022.jpg","3.0L Twin-Turbo Inline-6 Gas","SUV","Petrol","Automatic",510,3,500,6,"all",14,19,7,4,79.6,226.7,94,130,8.3,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"994","Jeep","Grand Wagoneer L Series III 2023",110990,"https://www.ccarprice.com/products/Jeep_Grand_Wagoneer_L_Series_III_2023.jpg","3.0L Twin-Turbo Inline-6 Gas","SUV","Petrol","Automatic",510,3,500,6,"all",14,19,7,4,75.6,226.7,83.6,130,10,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","Yes","","","","","","",""
"995","Jeep","Grand Wagoneer L Series II 2023",98090,"https://www.ccarprice.com/products/Jeep_Grand_Wagoneer_L_Series_II_2023.jpg","3.0L Twin-Turbo Inline-6 Gas","SUV","Petrol","Automatic",510,3,500,6,"all",14,19,7,4,79.6,226.7,94,130,8.3,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","Yes","","","","","","",""
"996","Jeep","Grand Wagoneer L Series I 2023",91490,"https://www.ccarprice.com/products/Jeep_Grand_Wagoneer_L_Series_I_2023.jpg","3.0L Twin-Turbo Inline-6 Gas","SUV","Petrol","Automatic",510,3,500,6,"all",14,19,7,4,79.6,226.7,94,130,8.3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","Yes","","","","","","",""
"997","Jeep","Wagoneer Series I 2022",58990,"https://www.ccarprice.com/products/Jeep_Wagoneer_Series_I_2022.jpg","5.7L V8 Gas","SUV","Petrol","Automatic",392,5.7,404,8,"rear",16,22,8,5,75.6,214.7,83.6,123,8.3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","",""
"998","Jeep","Wrangler Willys 2023",30945,"https://www.ccarprice.com/products/Jeep_Wrangler_Willys_2023.jpg","1.3L Turbo Inline-4 Gas","SUV","Petrol","Automatic",177,1.3,210,4,"all",17,25,5,4,66.5,166.6,74.2,101.2,8.7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","","Yes","Yes","Yes","Yes","","Yes","","","","Yes","","","Yes","","","","","","",""
"999","Jeep","Grand Cherokee Summit Reserve 4xe Plug-In Hybrid 2023",72595,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Summit_Reserve_4xe_Plug_In_Hybrid_2023.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Hybrid","Automatic",375,2,470,4,"all",19,19,5,4,70.8,193.5,77.5,116.7,8.6,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","","Yes","Yes","Yes","","","","","Yes","","","Yes","","","","","","",""
"1000","Jeep","Grand Cherokee Summit 4xe Plug-In Hybrid 2023",72595,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Summit_4xe_Plug_In_Hybrid_2023.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Hybrid","Automatic",375,2,470,4,"all",19,26,5,4,70.8,193.5,77.5,116.7,8.6,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","","","","","","","","","","","","",""
"1001","Jeep","Wrangler Rubicon 4xe Plug-In Hybrid 2022",55220,"https://www.ccarprice.com/products/Jeep_Wrangler_Rubicon_4xe_Plug_In_Hybrid_2022.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","Convertible","Unknown","Automatic",270,2,295,NA,"all",NA,NA,5,4,73.5,188.4,73.8,118.4,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","","Yes","Yes","Yes","","","","","","","","Yes","","","","","","",""
"1002","Jeep","Wrangler Sahara 4xe Plug-In Hybrid 2022",51520,"https://www.ccarprice.com/products/Jeep_Wrangler_Sahara_4xe_Plug_In_Hybrid_2022.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","Convertible","Unknown","Automatic",270,2,295,NA,"all",NA,NA,5,4,73.5,188.4,73.8,118.4,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","","Yes","Yes","Yes","","","","","","","","Yes","","","","","","",""
"1003","Jeep","Wrangler High Altitude 4xe Plug-In Hybrid 2022",51520,"https://www.ccarprice.com/products/Jeep_Wrangler_High_Altitude_4xe_Plug_In_Hybrid_2022.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","Convertible","Unknown","Automatic",270,2,295,NA,"all",NA,NA,5,4,73.5,188.4,73.8,118.4,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","","Yes","Yes","Yes","","","","","","","","Yes","","","","","","",""
"1004","Jeep","Grand Cherokee Summit Reserve 4xe Plug-In Hybrid 2022",69820,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Summit_Reserve_4xe_Plug_In_Hybrid_2022.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Unknown","Automatic",375,2,470,NA,"all",NA,NA,5,4,70.8,193.5,77.5,116.7,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","","Yes","Yes","Yes","","","","","Yes","","","Yes","","","","","","",""
"1005","Jeep","Grand Cherokee Summit 4xe Plug-In Hybrid 2022",69820,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Summit_4xe_Plug_In_Hybrid_2022.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Unknown","Automatic",375,2,470,NA,"all",NA,NA,5,4,70.8,193.5,77.5,116.7,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","","Yes","Yes","Yes","","","","","Yes","","","Yes","","","","","","",""
"1006","Jeep","Grand Cherokee 4xe Plug-In Hybrid 2023",59860,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_4xe_Plug_In_Hybrid_2023.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Petrol","Automatic",375,2,470,4,"all",29,31,5,4,70.8,193.5,77.5,116.7,10.9,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","","","","","","","","",""
"1007","Jeep","Grand Cherokee Trailhawk 4xe Plug-In Hybrid 2023",65260,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Trailhawk_4xe_Plug_In_Hybrid_2023.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Hybrid","Automatic",375,2,470,4,"all",29,31,5,4,70.8,193.5,77.5,116.7,10.9,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","","","","","","","","","","","","","",""
"1008","Jeep","Wrangler Rubicon 392 Unlimited 2023",80595,"https://www.ccarprice.com/products/Jeep_Wrangler_Rubicon_392_Unlimited_2023_1.jpg","6.4 V8 Gas","Convertible","Petrol","Automatic",470,6.4,470,8,"all",13,17,5,4,74.5,188.4,73.8,118.4,10.3,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","","","","","","","","",""
"1009","Jeep","Grand Cherokee Trailhawk 4xe Plug-In Hybrid 2022",62480,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Trailhawk_4xe_Plug_In_Hybrid_2022.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Unknown","Automatic",375,2,470,NA,"all",NA,NA,5,4,70.8,193.5,77.5,116.7,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"1010","Jeep","Grand Cherokee 4xe Plug-In Hybrid 2022",55860,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_4xe_Plug_In_Hybrid_2022.jpg","2.0L Turbo Inline-4 Plug-in Hybrid","SUV","Unknown","Automatic",375,2,470,NA,"all",NA,NA,5,4,70.8,193.5,77.5,116.7,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"1011","Jeep","Wrangler Unlimited High Tide 2022",33590,"https://www.ccarprice.com/products/Jeep_Wrangler_Unlimited_High_Tide_2022.jpg","3.6 V6 Gas","Convertible","Unknown","Automatic",285,3.6,260,NA,"all",19,24,5,4,74.5,188.4,73.8,118.4,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","Yes","","","","","",""
"1012","Jeep","Wrangler Rubicon 392 Unlimited 2022",77090,"https://www.ccarprice.com/products/Jeep_Wrangler_Rubicon_392_Unlimited_2022.jpg","6.4 V8 Gas","Convertible","Unknown","Automatic",470,6.4,470,NA,"all",13,17,5,4,74.5,188.4,73.8,118.4,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"1013","Jeep","Grand Cherokee Summit Reserve 2023",62875,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Summit_Reserve_2023.jpg","3.6L V6 Gas","SUV","Petrol","Automatic",293,3.6,257,6,"all",19,26,5,4,70.9,193.5,77.5,116.7,10.9,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"1014","Jeep","Grand Cherokee Summit Reserve 2022",60300,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Summit_Reserve_2022.jpg","3.6L V6 Gas","SUV","Petrol","Automatic",293,3.6,257,6,"all",19,26,5,4,70.9,193.5,77.5,116.7,10.9,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","",""
"1015","Jeep","Grand Cherokee Summit Reverse 2022",60300,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_Summit_Reverse_2022.jpg","3.6L V6 Gas","SUV","Petrol","Automatic",293,3.6,257,6,"all",19,26,5,4,70.8,193.5,77.5,116.7,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","","","","",""
"1016","Jeep","Grand Cherokee L Laredo 2023",42200,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_L_Laredo_2023.jpg","3.6L V6 Gas 5.7L Twincharged (+$3,295)","SUV","Petrol","Automatic",290,3.6,257,6,"rear",19,26,6,4,71.5,204.9,77.9,121.7,8.5,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","",""
"1017","Jeep","Grand Cherokee L Laredo 4x4 2022",42320,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_L_Laredo_4x4_2022.jpg","3.6L V6 Gas","SUV","Petrol","Automatic",290,3.6,257,6,"all",18,25,6,4,71.5,204.9,77.9,121.7,8.5,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","",""
"1018","Jeep","Grand Cherokee L Laredo 2022",40320,"https://www.ccarprice.com/products/Jeep_Grand_Cherokee_L_Laredo_2022.jpg","3.6L V6 Gas","SUV","Petrol","Automatic",290,3.6,257,6,"rear",19,26,6,4,71.5,204.9,77.9,121.7,8.5,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","",""
"1019","Jeep","Wrangler Willys Sport 2022",29990,"https://www.ccarprice.com/products/Jeep_Wrangler_Willys_Sport_4x4_2022.jpg","3.6L V6 Gas  3.6L Twincharged (+$750)","Convertible","Petrol","Manual",285,3.6,260,6,"all",17,25,4,3,73.6,166.8,73.8,96.8,9.7,"Yes","Yes","Yes","Yes","","","","Yes","","Yes","","","","Yes","Yes","Yes","","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","","","Yes","","","","","Yes",""
"1020","Jeep","Wrangler Unlimited Willys Sport 2023",34865,"https://www.ccarprice.com/products/Jeep_Wrangler_Unlimited_Willys_Sport_2023.jpg","3.6L V6 Gas  3.0L Turbo Diesel (+$3,510) 3.6L Twincharged (+$750)","Convertible","Petrol","Manual",285,3.6,260,6,"all",17,23,5,4,73.6,188.4,73.8,118.4,9.7,"Yes","Yes","Yes","Yes","","","","Yes","","Yes","","","","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","Yes",""
"1021","Volkswagen","Golf GTI 40th Anniversary Edition 2023",34150,"https://www.ccarprice.com/products/Volkswagen_Golf_GTI_40th_Anniversary_Edition_2023.jpg","2.0L Turbo Inline-4 Gas","Hatchback","Petrol","Automatic",241,2,273,4,"front",25,34,5,4,57.6,168.8,70.4,103.6,4.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","","Yes","","","","",""
"1022","Volkswagen","Atlas V6 SEL R-Line Black 2023",48090,"https://www.ccarprice.com/products/Volkswagen_Atlas_V6_SEL_R_Line_Black_2023.jpg","3.6L V6 Gas","SUV","Petrol","Automatic",276,3.6,266,6,"all",18,23,7,4,70.4,200.7,78.3,117.3,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","","","","Yes","","","","Yes","","","","","",""
"1023","Volkswagen","Atlas V6 SEL 2023",46140,"https://www.ccarprice.com/products/Volkswagen_Atlas_V6_SEL_2023.jpg","3.6-liter V6 Gas","SUV","Petrol","Automatic",276,3.6,266,6,"all",18,23,7,4,70.4,200.7,78.3,117.3,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","","","","Yes","","","","Yes","","","","","",""
"1024","Volkswagen","Multivan Edition 2023",65000,"https://www.ccarprice.com/products/Volkswagen_Multivan_Edition_2023.jpg","2.0 TDI diesel","Van","Diesel","Automatic",148,2,252,NA,"all",NA,NA,7,5,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","",""
"1025","Volkswagen","ID.4 S 2023",42490,"https://www.ccarprice.com/products/Volkswagen_ID_4_S_2023.jpg","Electric","SUV","Electric","Automatic",145,NA,203,NA,"rear",0,0,5,4,65.1,180.5,72.9,108.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","","","","","",""
"1026","Volkswagen","Taos SEL 2024",34535,"https://www.ccarprice.com/products/Volkswagen_Taos_SEL_2024.jpg","1.5L Turbo Inline-4 Gas","SUV","Petrol","Automatic",158,1.5,184,4,"all",25,32,5,4,64.6,175.8,72.5,105.9,6.6,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","Yes","","","","","","","","","",""
"1027","Volkswagen","Tiguan S 2023",26590,"https://www.ccarprice.com/products/Volkswagen_Tiguan_S_2023.jpg","2.0L Turbo Inline-4 Gas","SUV","Petrol","Automatic",184,2,221,4,"front",23,30,7,4,66.4,186.1,72.4,109.8,7.4,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","Yes","","Yes","","Yes","","","","","",""
"1028","Volkswagen","Tiguan SE R-Line Black 2023",32950,"https://www.ccarprice.com/products/Volkswagen_Tiguan_SE_R_Line_Black_2023.jpg","2.0L Turbo Inline-4 Gas","SUV","Petrol","Automatic",184,2,221,4,"front",23,30,7,4,66.3,185.1,72.4,109.8,7.9,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","Yes","","","","Yes","","","","","",""
"1029","Volkswagen","Tiguan SEL R-Line 2023",37320,"https://www.ccarprice.com/products/Volkswagen_Tiguan_SEL_R_Line_2023_1.jpg","2.0L Turbo Inline-4 Gas","SUV","Petrol","Automatic",184,2,221,4,"all",21,28,5,4,66.3,185.1,72.4,109.8,7.6,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","Yes","","","","Yes","","","","","",""
